station_id,name,short_name,latitude,longitude,region_id,rental_methods,capacity,eightd_has_key_dispenser,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,eightd_has_available_keys,last_reported
4109,Amsterdam Ave & W 183 St,8353.09,-73.93022,40.84925,71,"CREDITCARD,KEY",21,false,1,1,19,0,true,true,true,false,2021-07-19T00:00:00
4152,Fulton Ave & E 168 St,8084.03,-73.904556,40.830471,71,"CREDITCARD,KEY",21,false,1,0,20,0,true,true,true,false,2021-07-18T00:00:00
4169,Morris Ave & E 171 St,8209.01,-73.9109,40.83899,71,"CREDITCARD,KEY",21,false,1,0,20,0,true,true,true,false,2021-07-18T00:00:00
4171,Boston Rd & E 167 St,8048.04,-73.903719,40.828199,71,"CREDITCARD,KEY",21,false,1,2,18,0,true,true,true,false,2021-07-19T00:00:00
4390,46 St & 6 Ave,3161.02,-74.005708,40.645921,71,"CREDITCARD,KEY",21,false,1,0,20,0,true,true,true,false,2021-07-18T00:00:00
4439,Amsterdam Ave & W 189 St,8432.04,-73.927094,40.853142,71,"CREDITCARD,KEY",21,false,1,0,20,0,true,true,true,false,2021-07-18T00:00:00
4523,Church Sq Park - 5 St & Park Ave,HB601,-74.032233059406281,40.742659332731428,311,"CREDITCARD,KEY",21,false,1,3,17,0,true,true,true,false,2021-07-18T00:00:00
4560,Grand Concourse & E 192 St,8601.04,-73.89522,40.86448,71,"CREDITCARD,KEY",21,false,1,6,14,0,true,true,true,false,2021-07-19T00:00:00
4578,Grand Concourse & E 199 St,8703.05,-73.88839,40.87142,71,"CREDITCARD,KEY",21,false,1,1,19,0,true,true,true,false,2021-07-19T00:00:00
4614,Grand Concourse & E Mosholu Pkwy S,8795.03,-73.8847550291,40.877964,71,"CREDITCARD,KEY",21,false,1,0,20,0,true,true,true,false,2021-07-18T00:00:00
3780,Wyckoff Av & Stanhope St,4931.05,-73.917775,40.703545,71,"CREDITCARD,KEY",22,false,1,1,20,0,true,true,true,false,2021-07-18T00:00:00
4014,Riverside Dr & W 148 St,8054.04,-73.950426,40.829114,71,"CREDITCARD,KEY",22,false,1,0,21,0,true,true,true,false,2021-07-18T00:00:00
4016,Adam Clayton Powell Blvd & W 130 St,7774.02,-73.946168,40.812346,71,"CREDITCARD,KEY",22,false,1,2,19,0,true,true,true,false,2021-07-19T00:00:00
4084,Sheridan Ave & E 168 St,8160.03,-73.9154,40.835334,71,"CREDITCARD,KEY",22,false,1,2,19,0,true,true,true,false,2021-07-18T00:00:00
4087,W 170 St & University Ave,8254.01,-73.926075,40.84207,71,"CREDITCARD,KEY",22,false,1,1,20,0,true,true,true,false,2021-07-19T00:00:00
4102,Grand Concourse & E 164 St,8057.02,-73.921461,40.829608,71,"CREDITCARD,KEY",22,false,1,5,16,0,true,true,true,false,2021-07-18T00:00:00
3824,Van Sinderen Ave & Truxton St,4161.01,-73.90369,40.6786,71,"CREDITCARD,KEY",23,false,1,3,19,0,true,true,true,false,2021-07-19T00:00:00
3972,E 158 St & Melrose Ave,7957.11,-73.914688,40.822215,71,"CREDITCARD,KEY",23,false,1,1,21,0,true,true,true,false,2021-07-19T00:00:00
3983,Westchester Ave & E 156 St,7891.06,-73.905203,40.817802,71,"CREDITCARD,KEY",23,false,1,0,22,0,true,true,true,false,2021-07-19T00:00:00
4027,St. Nicholas Ave & W 155 St,8085.05,-73.941323,40.830663,71,"CREDITCARD,KEY",23,false,1,0,22,0,true,true,true,false,2021-07-19T00:00:00
